n	d	lo	hi
80	2.85	2.40651669086841	3.28882122748725
160	2.85	2.53732343336246	3.16034144379855
320	2.85	2.62932246995323	3.0690550854315
640	2.85	2.69382401625738	3.00502469178996
1280	2.85	2.73971367887979	2.95974912226822
2560	2.85	2.77208251421297	2.92764427757078
5120	2.85	2.79493626612084	2.90493418725269
10	2.9	1.59584972274422	4.16632440596014
20	2.9	1.99272013916726	3.78846414025198
40	2.9	2.26408114848504	3.52653710638802
80	2.9	2.45258277030834	3.34277335585873
160	2.9	2.58454638987738	3.21311592597301
320	2.9	2.67735083963675	3.12095459752332
640	2.9	2.74245078032448	3.05640063431372
1280	2.9	2.78873624594185	3.01072656324562
2560	2.9	2.82140937615466	2.97830377411927
5120	2.9	2.84444787449061	2.95542788720612
10	2.95	1.63397395780606	4.22822580874049
20	2.95	2.03455922377019	3.84658799060208
40	2.95	2.30841794800601	3.58219693209671
80	2.95	2.49861108789242	3.3967094622633
160	2.95	2.63172659274489	3.26590231204414
320	2.95	2.72535774872303	3.17291592705288
640	2.95	2.79107264142258	3.10779459869585
1280	2.95	2.83774693962147	3.06168304087637
2560	2.95	2.87067173723959	3.02902568252966
5120	2.95	2.8939230658002	3.00590086547369
10	3	1.67202205257635	4.29022030036105
20	3	2.07638289709172	3.90478144779496
40	3	2.35271561734319	3.63789537280721
80	3	2.54461161411589	3.45070557021172
160	3	2.67893639911797	3.31873466503739
320	3	2.77338179491124	3.22486283638966
640	3	2.83960516962789	3.1592016193783
1280	3	2.88676027770882	3.11266310837146
2560	3	2.91998315825678	3.0797223273772
5120	3	2.94345721276682	3.05640651095449
10	3.05	1.70995671216546	4.35230654166771
20	3.05	2.11812772308692	3.96302131197709
40	3.05	2.39696917593074	3.69364636753997
80	3.05	2.59057075662656	3.50474707879609
160	3.05	2.72609248675702	3.37157328017977
320	3.05	2.82138538340765	3.27685845223587
640	3.05	2.88819352865573	3.21061225788103
1280	3.05	2.93575458865345	3.16367222199395
2560	3.05	2.96930443927625	3.13041904729895
5120	3.05	2.99295395691768	3.10689555493942
10	3.1	1.74785469493053	4.41446023644109
20	3.1	2.1598137486637	4.02137110065384
40	3.1	2.44117302182092	3.74943747836974
80	3.1	2.63650801223724	3.55880502157394
160	3.1	2.773246279537	3.42445585348748
320	3.1	2.86936062434972	3.32884820874264
640	3.1	2.93676650885911	3.26205111152922
1280	3.1	2.98472695877904	3.21466712716524
2560	3.1	3.01858269918904	3.18112211389097
5120	3.1	3.04244028191513	3.15740681519878
10	3.15	1.7856417277527	4.47674071364612
20	3.15	2.2014352489402	4.07975004958718
40	3.15	2.48535562786318	3.8052549732578
80	3.15	2.68243582993558	3.61289861863012
160	3.15	2.82034633671813	3.47730939715314
320	3.15	2.91734532984262	3.38090173462295
640	3.15	2.98534147091204	3.31346268635248
1280	3.15	3.03369599337812	3.26567551181178
2560	3.15	3.0678568879812	3.23185386154538
5120	3.15	3.09193279182637	3.20790593993178
10	3.2	1.82335687781459	4.53910488993173
20	3.2	2.24300412585492	4.13823102695064
40	3.2	2.52946850221036	3.86114221612222
80	3.2	2.72829254098558	3.6670182235099
160	3.2	2.86744356863056	3.5302245874462
320	3.2	2.96526031672914	3.43292324786056
640	3.2	3.03385939564688	3.36488849549571
1280	3.2	3.08269225435167	3.31669519423483
2560	3.2	3.11711682070541	3.28257260135117
5120	3.2	3.14142464022889	3.25841512735725
10	3.25	1.86099755607689	4.60157409920369
20	3.25	2.28451719004805	4.19670897241861
40	3.25	2.57352781892904	3.91707320069528
80	3.25	2.77415859278249	3.72115643600232
160	3.25	2.91451803028054	3.5831236950711
320	3.25	3.01249306844374	3.48496029869067
640	3.25	3.08240070998525	3.41633366675738
1280	3.25	3.13162456286106	3.36775070040604
2560	3.25	3.16640293787246	3.333282307883
5120	3.25	3.19092098133351	3.30893295409411
10	3.3	1.8985651285608	4.66406989418649
20	3.3	2.32596198628494	4.25526986650606
40	3.3	2.61760758574206	3.97302626966306
80	3.3	2.81998564716731	3.77532243641262
160	3.3	2.96158086852286	3.63608234280958
320	3.3	3.06041668492076	3.53701354303326
640	3.3	3.13090958802867	3.46781934953305
1280	3.3	3.18059413960943	3.41875230444743
2560	3.3	3.21564539722386	3.38402887109884
5120	3.3	3.2403913001977	3.35944113888463
10	3.35	1.93606056084635	4.72666835801795
20	3.35	2.36738674626477	4.31388561107848
40	3.35	2.66161712162968	4.02901464534318
80	3.35	2.86576220155964	3.82953795754523
160	3.35	3.00861267377812	3.689033526771
320	3.35	3.10828950211507	3.58909680851449
640	3.35	3.17942865608345	3.51923357342882
1280	3.35	3.22955499782946	3.46979619800066
2560	3.35	3.26490525562656	3.43477249470493
5120	3.35	3.28987669264393	3.40997360464861
10	3.4	1.97348488884531	4.78936333234594
20	3.4	2.40874466915613	4.37252701147882
40	3.4	2.7056072929236	4.08503821031586
80	3.4	2.91154223817573	3.88378848297885
160	3.4	3.05566156003181	3.74202144645829
320	3.4	3.15616171271631	3.64118978090041
640	3.4	3.22793674814264	3.57072692799729
1280	3.4	3.27848693314287	3.52083784505734
2560	3.4	3.31416018336846	3.48550649349999
5120	3.4	3.33933871289158	3.46048338837316
10	3.45	2.01084279549803	4.85209820123382
20	3.45	2.4500533921009	4.43127798603095
40	3.45	2.74955011798392	4.14111546105857
80	3.45	2.95728511284996	3.93804473485332
160	3.45	3.10266786013848	3.79502213123846
320	3.45	3.20401182582115	3.69328899803582
640	3.45	3.27642504351326	3.62222097210512
1280	3.45	3.32743631613296	3.57188900592816
2560	3.45	3.36341518753748	3.53625103548985
5120	3.45	3.38881339386092	3.51102819096309
10	3.5	2.04812688920898	4.91491847572399
20	3.5	2.49132503741257	4.4900453630267
40	3.5	2.79345929563522	4.1972335606895
80	3.5	3.00300214214531	3.99234518080843
160	3.5	3.14962629168837	3.84802880331866
320	3.5	3.25189305162832	3.74538390823581
640	3.5	3.32491081932764	3.67374291617213
1280	3.5	3.37637145548887	3.62294773091846
2560	3.5	3.41263381895676	3.58696961557907
5120	3.5	3.43827950711634	3.5615476011019
10	3.55	2.08533041225188	4.97780655558233
20	3.55	2.53252913142648	4.54886829034243
40	3.55	2.8373160027454	4.25335924013709
80	3.55	3.0486787593724	4.04660802846418
160	3.55	3.19658928517699	3.90108253262497
320	3.55	3.29971344861576	3.79752442423428
640	3.55	3.37341628598008	3.72522264055028
1280	3.55	3.42527830340675	3.67401943414664
2560	3.55	3.46190986901647	3.63775077907518
5120	3.55	3.48774263840501	3.61206128514878
10	3.6	2.12249512338042	5.04078584141425
20	3.6	2.57369512171581	4.60773959118616
40	3.6	2.88115577258831	4.3095331977234
80	3.6	3.09437753627242	4.10094085836074
160	3.6	3.24354920419211	3.95412101582447
320	3.6	3.34754440034733	3.84964147107348
640	3.6	3.42185928784468	3.77669965026765
1280	3.6	3.47421637479145	3.72506828070367
2560	3.6	3.51115427693274	3.68849141616823
5120	3.6	3.53720159376958	3.66259941768278
10	3.65	2.15959274698816	5.10380280418753
20	3.65	2.61481774838279	4.66665539537158
40	3.65	2.924965976346	4.36573836791499
80	3.65	3.14003683013205	4.15533733098945
160	3.65	3.29047882138643	4.00719117832672
320	3.65	3.39534218690023	3.9017828627051
640	3.65	3.47035262665192	3.82821967858248
1280	3.65	3.5231244596148	3.77615872304266
2560	3.65	3.56034731050039	3.73926113781946
5120	3.65	3.58666211773595	3.71317210613084
10	3.7	2.19662662961436	5.16690420793099
20	3.7	2.65589642417164	4.72561432603783
40	3.7	2.96874599284007	4.4219745283652
80	3.7	3.18564753466399	4.2096955614589
160	3.7	3.33743428723313	4.06027986178592
320	3.7	3.44316504652317	3.95393556771163
640	3.7	3.51878024569297	3.87977564482192
1280	3.7	3.5720363105705	3.82724315606568
2560	3.7	3.60961892343421	3.79003619197253
5120	3.7	3.6361038521673	3.76370982739602
10	3.75	2.23362293486487	5.23006087989237
20	3.75	2.69693330795437	4.78464781999071
40	3.75	3.01247727296372	4.47824011078932
80	3.75	3.23127348977036	4.26411007139257
160	3.75	3.38431932276289	4.11337692707322
320	3.75	3.49094416087756	4.00612114387717
640	3.75	3.56722221999796	3.93131039284347
1280	3.75	3.62094257968168	3.87832409428077
2560	3.75	3.65884544055254	3.84079778345695
5120	3.75	3.68559828113623	3.81427224050127
10	3.8	2.27051872977707	5.29326601366873
20	3.8	2.73794347430836	4.84368267668923
40	3.8	3.0562118162032	4.53453952773587
80	3.8	3.27685542551358	4.31854166991867
160	3.8	3.43120028583923	4.16648427255991
320	3.8	3.53874069955717	4.05829274171346
640	3.8	3.61566118468934	3.98286228138344
1280	3.8	3.66983328037239	3.92942635050245
2560	3.8	3.7080224926277	3.89157752124155
5120	3.8	3.73502188423329	3.86478846644102
10	3.85	2.30737264459524	5.35654213494821
20	3.85	2.77891110592759	4.90276254263173
40	3.85	3.09992811547165	4.59088140170258
80	3.85	3.3224217641315	4.3729719251143
160	3.85	3.47807120760793	4.21784592524253
320	3.85	3.58651464843299	4.11044582172224
640	3.85	3.66411118311801	4.03439958336202
1280	3.85	3.7187227590416	3.98050416095693
2560	3.85	3.75727714838664	3.94233509139124
5120	3.85	3.784496426268	3.91533468297277
10	3.9	2.34417340626417	5.41987384533178
20	3.9	2.81979866190369	4.96190694848346
40	3.9	3.14356639121464	4.64723034979162
80	3.9	3.36795890669932	4.42740883254022
160	3.9	3.52494637969989	4.27096289800032
320	3.9	3.6342859862728	4.16265925300706
640	3.9	3.71251624540068	4.08593269209577
1280	3.9	3.76762270465048	4.03161005108821
2560	3.9	3.80650394763202	3.99312403931841
5120	3.9	3.83390608863784	3.96588981512476
10	3.95	2.3809229686464	5.48326711046284
20	3.95	2.8607025001342	5.02105255948373
40	3.95	3.18719535998636	4.70359057446557
80	3.95	3.41349485419435	4.48187594625331
160	3.95	3.57175779471205	4.32408795539466
320	3.95	3.68202140871123	4.21486623483668
640	3.95	3.76095313640956	4.13748995250726
1280	3.95	3.81649889998277	4.08272097013689
2560	3.95	3.8557011145201	4.04389596095056
5120	3.95	3.88335989387163	4.01646859728891
10	4	2.41761458610137	5.54670612301262
20	4	2.90153027385585	5.08027621747229
40	4	3.23080526086714	4.76001249789476
80	4	3.45897892873028	4.53639675970333
160	4	3.61862148411768	4.3772009267059
320	4	3.72977678659342	4.26709417933674
640	4	3.80936225613871	4.18908151307495
1280	4	3.86539991475442	4.13386168987248
2560	4	3.90490717166872	4.09468664869962
5120	4	3.93280399826378	4.06698144184088
