n1	n2	d	lo	hi
320	20	-0.2	-0.841778788423267	0.439300417031974
320	40	-0.2	-0.666603226579081	0.265456998060562
320	80	-0.2	-0.547592018204343	0.147113475726937
320	160	-0.2	-0.469116406344574	0.0689622906230625
320	320	-0.2	-0.419678801722256	0.0196788017222558
320	640	-0.2	-0.390203503753562	-0.00968855096908497
320	1280	-0.2	-0.373613052256115	-0.0262564118612864
320	2560	-0.2	-0.364680753296735	-0.0351642266207809
320	5120	-0.2	-0.360035286520768	-0.0397987652773159
640	10	-0.2	-1.08847819882294	0.68305219768691
640	20	-0.2	-0.832328779177539	0.429780612698788
640	40	-0.2	-0.653517632248328	0.252292840931133
640	80	-0.2	-0.529817954067829	0.12925121403761
640	160	-0.2	-0.445730160684313	0.0454777193376416
640	320	-0.2	-0.390311449030915	-0.00979649624643769
640	640	-0.2	-0.355361013598173	-0.0446389864018268
640	1280	-0.2	-0.334540564960182	-0.0654435756519959
640	2560	-0.2	-0.32279829889905	-0.0771609626400041
640	5120	-0.2	-0.316494483293866	-0.0834537322747839
1280	10	-0.2	-1.08507733931602	0.679627934363861
1280	20	-0.2	-0.827541290883099	0.424970190652973
1280	40	-0.2	-0.64681834065669	0.245570345771695
1280	80	-0.2	-0.52054370936357	0.119953873267372
1280	160	-0.2	-0.433134507649569	0.0328592488280487
1280	320	-0.2	-0.373743588138714	-0.0263869477438849
1280	640	-0.2	-0.334556424348004	-0.0654594350398181
1280	1280	-0.2	-0.309861505573487	-0.0901384944265131
1280	2560	-0.2	-0.295119971612532	-0.104849865091616
1280	5120	-0.2	-0.286829438700093	-0.113125656294675
2560	10	-0.2	-1.08337188903482	0.677908629360669
2560	20	-0.2	-0.825133641335544	0.422547988349098
2560	40	-0.2	-0.643430521404885	0.24216647501117
2560	80	-0.2	-0.515804159850321	0.115196350885426
2560	160	-0.2	-0.426573821133901	0.0262779007270895
2560	320	-0.2	-0.364835773379219	-0.0353192467032652
2560	640	-0.2	-0.322839037359996	-0.0772017011009501
2560	1280	-0.2	-0.295150134908384	-0.104880028387469
2560	2560	-0.2	-0.27766470733724	-0.12233529266276
2560	5120	-0.2	-0.267255848750748	-0.132728830938311
5120	10	-0.2	-1.08251883705567	0.677049088666839
5120	20	-0.2	-0.823927618358559	0.42133528808761
5120	40	-0.2	-0.641728684527681	0.240457414569454
5120	80	-0.2	-0.513410068121486	0.112794312667116
5120	160	-0.2	-0.423224774262097	0.0229197855347591
5120	320	-0.2	-0.360201234722684	-0.0399647134792316
5120	640	-0.2	-0.316546267725216	-0.0835055167061341
5120	1280	-0.2	-0.286874343705325	-0.113170561299907
5120	2560	-0.2	-0.267271169061689	-0.132744151249252
5120	5120	-0.2	-0.25492679320997	-0.14507320679003
10	10	-0.15	-1.39148947043597	1.09148947043597
10	20	-0.15	-1.22401260680023	0.926269146514716
10	40	-0.15	-1.12983598023219	0.83309766566907
10	80	-0.15	-1.07923247099693	0.782982350239505
10	160	-0.15	-1.05289564494048	0.75685808619273
10	320	-0.15	-1.0394407767007	0.743502224723361
10	640	-0.15	-1.03264004907742	0.736748416978726
10	1280	-0.15	-1.02922194928661	0.733346965578137
10	2560	-0.15	-1.027508718588	0.731642019836672
10	5120	-0.15	-1.02664851675452	0.730789982820836
20	10	-0.15	-1.22626914651472	0.924012606800229
20	20	-0.15	-1.02781675200577	0.727816752005766
20	40	-0.15	-0.909695806684292	0.610715449170327
20	80	-0.15	-0.843204266930889	0.544739548479044
20	160	-0.15	-0.807479821887039	0.509240898955441
20	320	-0.15	-0.788877191480549	0.490744254713245
20	640	-0.15	-0.779374790384486	0.481292110972974
20	1280	-0.15	-0.774572178890061	0.476505256130017
20	2560	-0.15	-0.772158116345102	0.47409905103607
20	5120	-0.15	-0.770944274845998	0.472894829164575
40	10	-0.15	-1.13309766566907	0.829835980232186
40	20	-0.15	-0.910715449170327	0.609695806684292
40	40	-0.15	-0.770695950686129	0.470695950686129
40	80	-0.15	-0.687268927256781	0.387808989151921
40	160	-0.15	-0.640311595511541	0.341094727570276
40	320	-0.15	-0.615069683271801	0.315970673476108
40	640	-0.15	-0.60192739602283	0.302885413728969
40	1280	-0.15	-0.595214724765408	0.296188642336718
40	2560	-0.15	-0.591821758448524	0.292803674438084
40	5120	-0.15	-0.590110823507537	0.291104791168392
80	10	-0.15	-1.0829823502395	0.779232470996931
80	20	-0.15	-0.844739548479044	0.543204266930889
80	40	-0.15	-0.687808989151921	0.387268927256781
80	80	-0.15	-0.588899699031688	0.288899699031688
80	160	-0.15	-0.529974349538923	0.230221604389885
80	320	-0.15	-0.496792237388595	0.197164378266653
80	640	-0.15	-0.478958077709654	0.17939282773909
80	1280	-0.15	-0.469673578455262	0.170123010025488
80	2560	-0.15	-0.464930963630127	0.165387905749988
80	5120	-0.15	-0.462526131040169	0.162998200936053
160	10	-0.15	-1.05685808619273	0.75289564494048
160	20	-0.15	-0.809240898955441	0.507479821887039
160	40	-0.15	-0.641094727570276	0.340311595511541
160	80	-0.15	-0.530221604389885	0.229974349538923
160	160	-0.15	-0.460348238181304	0.160348238181304
160	320	-0.15	-0.418701281254295	0.118832040565653
160	640	-0.15	-0.395252807374641	0.095453041259168
160	1280	-0.15	-0.382651497732347	0.082865416163929
160	2560	-0.15	-0.376090766038138	0.0763119342650422
160	5120	-0.15	-0.372728770520668	0.0729695815276758
320	10	-0.15	-1.04350222472336	0.7394407767007
320	20	-0.15	-0.790744254713245	0.488877191480549
320	40	-0.15	-0.615970673476108	0.315069683271801
320	80	-0.15	-0.497164378266653	0.196792237388595
320	160	-0.15	-0.418832040565653	0.118701281254295
320	320	-0.15	-0.369442511014055	0.0694425110140547
320	640	-0.15	-0.340009411918453	0.0400829952121845
320	1280	-0.15	-0.323439777702688	0.0235242105605449
320	2560	-0.15	-0.314534712386675	0.0146251535952064
320	5120	-0.15	-0.309883527325682	0.00999932466134779
640	10	-0.15	-1.03674841697873	0.732640049077418
640	20	-0.15	-0.781292110972974	0.479374790384486
640	40	-0.15	-0.602885413728969	0.30192739602283
640	80	-0.15	-0.47939282773909	0.178958077709654
640	160	-0.15	-0.395453041259168	0.0952528073746405
640	320	-0.15	-0.340082995212184	0.0400094119184529
640	640	-0.15	-0.305177659623665	0.00517765962366534
640	1280	-0.15	-0.284379633569376	-0.0156154300966695
640	2560	-0.15	-0.272671109104172	-0.0273215496768562
640	5120	-0.15	-0.26635837631552	-0.0336026423430061
1280	10	-0.15	-1.03334696557814	0.729221949286612
1280	20	-0.15	-0.776505256130017	0.474572178890061
1280	40	-0.15	-0.596188642336718	0.295214724765408
1280	80	-0.15	-0.470123010025488	0.169673578455262
1280	160	-0.15	-0.382865416163929	0.0826514977323468
1280	320	-0.15	-0.323524210560545	0.0234397777026884
1280	640	-0.15	-0.28438456990333	-0.0156203664306239
1280	1280	-0.15	-0.259713228464323	-0.0402867715356768
1280	2560	-0.15	-0.245012144437817	-0.0549853587827132
1280	5120	-0.15	-0.236708582739017	-0.0632467594755572
2560	10	-0.15	-1.03164201983667	0.727508718588002
2560	20	-0.15	-0.77409905103607	0.472158116345102
2560	40	-0.15	-0.592803674438084	0.291821758448524
2560	80	-0.15	-0.465387905749988	0.164930963630127
2560	160	-0.15	-0.376311934265042	0.0760907660381381
2560	320	-0.15	-0.314625153595206	0.0145347123866751
2560	640	-0.15	-0.272678450323144	-0.0273288908958278
2560	1280	-0.15	-0.245014641217287	-0.0549878555621825
2560	2560	-0.15	-0.227576395483792	-0.0724236045162084
2560	5120	-0.15	-0.217150337796574	-0.0827955371117384
5120	10	-0.15	-1.03078998282084	0.726648516754516
5120	20	-0.15	-0.772894829164576	0.470944274845998
5120	40	-0.15	-0.591104791168392	0.290110823507537
5120	80	-0.15	-0.462998200936053	0.162526131040169
5120	160	-0.15	-0.372969581527676	0.0727287705206681
5120	320	-0.15	-0.309999324661348	0.00988352732568243
5120	640	-0.15	-0.266397357656994	-0.0336416236844805
5120	1280	-0.15	-0.236753240524443	-0.0632914172609826
5120	2560	-0.15	-0.217204462888262	-0.0828496622034261
5120	5120	-0.15	-0.204840774630161	-0.0951592253698393
10	10	-0.1	-1.34042816942426	1.14042816942426
10	20	-0.1	-1.17347720304554	0.97498703598917
10	40	-0.1	-1.07954046658047	0.881733460654369
10	80	-0.1	-1.02906410545351	0.831569533673262
10	160	-0.1	-1.00277801074389	0.80542785652401
10	320	-0.1	-0.989352843499457	0.792069659882757
10	640	-0.1	-0.982569593034854	0.785310347908023
10	1280	-0.1	-0.979151712515871	0.781914302436621
10	2560	-0.1	-0.977443425062779	0.780206851887128
10	5120	-0.1	-0.976584698951635	0.779353672785378
20	10	-0.1	-1.17498703598917	0.973477203045536
20	20	-0.1	-0.977090867300545	0.777090867300545
20	40	-0.1	-0.859232908738966	0.659928845172786
20	80	-0.1	-0.792889021478681	0.593911419437279
20	160	-0.1	-0.757223874129851	0.558400231870331
20	320	-0.1	-0.738657626811208	0.53990588373649
20	640	-0.1	-0.729177376097761	0.530448787825202
20	1280	-0.1	-0.724373940570188	0.525670918933838
20	2560	-0.1	-0.721966275797536	0.523261874388519
20	5120	-0.1	-0.720754233557601	0.5220563831345
40	10	-0.1	-1.08173346065437	0.879540466580465
40	20	-0.1	-0.859928845172786	0.659232908738966
40	40	-0.1	-0.720191962166435	0.520191962166435
40	80	-0.1	-0.636934499086532	0.437270209704268
40	160	-0.1	-0.590047631307276	0.390547740324134
40	320	-0.1	-0.564851615580441	0.365430725512172
40	640	-0.1	-0.551738453993995	0.352340462793762
40	1280	-0.1	-0.54502390709575	0.345657176549106
40	2560	-0.1	-0.541639568486655	0.342268678832786
40	5120	-0.1	-0.539930993115178	0.340568228551019
80	10	-0.1	-1.03156953367326	0.829064105453509
80	20	-0.1	-0.793911419437279	0.592889021478681
80	40	-0.1	-0.637270209704268	0.436934499086532
80	80	-0.1	-0.538542887992863	0.338542887992863
80	160	-0.1	-0.479694468289553	0.279865333915279
80	320	-0.1	-0.446566346905699	0.24682322099917
80	640	-0.1	-0.428768671130173	0.229047839460962
80	1280	-0.1	-0.419480024706682	0.219798226047572
80	2560	-0.1	-0.414748656475121	0.215058995507113
80	5120	-0.1	-0.412346741623987	0.212667475734263
160	10	-0.1	-1.00542785652401	0.802778010743889
160	20	-0.1	-0.758400231870331	0.557223874129851
160	40	-0.1	-0.590547740324134	0.390047631307276
160	80	-0.1	-0.479865333915279	0.279694468289553
160	160	-0.1	-0.410073695355044	0.210073695355044
160	320	-0.1	-0.368488435708146	0.168578426655615
160	640	-0.1	-0.345084977952843	0.145194831296448
160	1280	-0.1	-0.332476436414592	0.132634756697576
160	2560	-0.1	-0.325930352220191	0.126075640639404
160	5120	-0.1	-0.322571998024386	0.122730723122344
320	10	-0.1	-0.992069659882757	0.789352843499457
320	20	-0.1	-0.73990588373649	0.538657626811208
320	40	-0.1	-0.565430725512172	0.364851615580441
320	80	-0.1	-0.44682322099917	0.246566346905699
320	160	-0.1	-0.368578426655615	0.168488435708146
320	320	-0.1	-0.319259469174492	0.119259469174492
320	640	-0.1	-0.289882387629339	0.0898969427146422
320	1280	-0.1	-0.273303110767524	0.073376104413541
320	2560	-0.1	-0.264417756851297	0.0644704801731655
320	5120	-0.1	-0.259771615183174	0.0598415420986571
640	10	-0.1	-0.985310347908023	0.782569593034854
640	20	-0.1	-0.730448787825202	0.529177376097761
640	40	-0.1	-0.552340462793762	0.351738453993995
640	80	-0.1	-0.429047839460962	0.228768671130173
640	160	-0.1	-0.345194831296448	0.145084977952843
640	320	-0.1	-0.289896942714642	0.089882387629339
640	640	-0.1	-0.255053072080196	0.0550530720801965
640	1280	-0.1	-0.234238974338263	0.0343126199980984
640	2560	-0.1	-0.222553387540697	0.022601570779212
640	5120	-0.1	-0.216245873251175	0.0163182053232221
1280	10	-0.1	-0.981914302436621	0.779151712515871
1280	20	-0.1	-0.725670918933838	0.524373940570188
1280	40	-0.1	-0.545657176549107	0.34502390709575
1280	80	-0.1	-0.419798226047572	0.219480024706682
1280	160	-0.1	-0.332634756697576	0.132476436414592
1280	320	-0.1	-0.273376104413541	0.073303110767524
1280	640	-0.1	-0.234312619998098	0.0342389743382627
1280	1280	-0.1	-0.209629042505331	0.00962904250533127
1280	2560	-0.1	-0.194961874070319	-0.00508007465546402
1280	5120	-0.1	-0.186669070476008	-0.0133479835231896
2560	10	-0.1	-0.980206851887128	0.777443425062779
2560	20	-0.1	-0.723261874388519	0.521966275797536
2560	40	-0.1	-0.542268678832786	0.341639568486655
2560	80	-0.1	-0.415058995507113	0.214748656475121
2560	160	-0.1	-0.326075640639404	0.125930352220191
2560	320	-0.1	-0.264470480173166	0.0644177568512967
2560	640	-0.1	-0.222601570779212	0.0225533875406967
2560	1280	-0.1	-0.194919925344536	-0.00503812592968082
2560	2560	-0.1	-0.177517886927623	-0.0224821130723772
2560	5120	-0.1	-0.167102854216134	-0.0328598292688434
5120	10	-0.1	-0.979353672785378	0.776584698951635
5120	20	-0.1	-0.722056383134499	0.520754233557601
5120	40	-0.1	-0.540568228551019	0.339930993115178
5120	80	-0.1	-0.412667475734263	0.212346741623987
5120	160	-0.1	-0.322730723122344	0.122571998024386
5120	320	-0.1	-0.259841542098657	0.0597716151831736
5120	640	-0.1	-0.216318205323222	0.0162458732511747
5120	1280	-0.1	-0.18665201647681	-0.0133309295239925
5120	2560	-0.1	-0.167140170731157	-0.0328971457838662
5120	5120	-0.1	-0.154786611284481	-0.0452133887155187
10	10	-0.05	-1.28979213440762	1.18979213440762
10	20	-0.05	-1.12331949648702	1.024079107825
10	40	-0.05	-1.02959940506206	0.930683109532456
10	80	-0.05	-0.979213708220815	0.880468582394511
10	160	-0.05	-0.952977079139713	0.854308738193076
10	320	-0.05	-0.93957515324878	0.840943239431952
10	640	-0.05	-0.93279722414563	0.834181259024916
10	1280	-0.05	-0.929390348666927	0.830777841267191
10	2560	-0.05	-0.927680573844937	0.829072262120349
10	5120	-0.05	-0.926824161105441	0.828217510551995
20	10	-0.05	-1.124079107825	1.02331949648702
20	20	-0.05	-0.926684740865436	0.826684740865436
20	40	-0.05	-0.809062835162609	0.709387625868631
20	80	-0.05	-0.742819968586811	0.643326754008093
20	160	-0.05	-0.707213054327771	0.607802781213717
20	320	-0.05	-0.688674679789908	0.589304357008184
20	640	-0.05	-0.679199755472282	0.57984657164347
20	1280	-0.05	-0.674410745147528	0.57505984566875
20	2560	-0.05	-0.672000468675006	0.572654195384192
20	5120	-0.05	-0.670791432628875	0.571446860833886
40	10	-0.05	-1.03068310953246	0.929599405062063
40	20	-0.05	-0.809387625868631	0.709062835162609
40	40	-0.05	-0.669895006578693	0.569895006578693
40	80	-0.05	-0.586742899653762	0.486937836888219
40	160	-0.05	-0.539920840784444	0.440208885916302
40	320	-0.05	-0.514756686945804	0.415091726166408
40	640	-0.05	-0.501647831548518	0.402003270640639
40	1280	-0.05	-0.494951918876399	0.395308952892532
40	2560	-0.05	-0.491563148924394	0.391925898639508
40	5120	-0.05	-0.489858425270575	0.390223186235223
80	10	-0.05	-0.980468582394511	0.879213708220815
80	20	-0.05	-0.743326754008093	0.64281996858681
80	40	-0.05	-0.586937836888219	0.486742899653762
80	80	-0.05	-0.488321071624136	0.388321071624136
80	160	-0.05	-0.429545585846996	0.329641769275765
80	320	-0.05	-0.396455191275644	0.296602704686476
80	640	-0.05	-0.378661201305358	0.278831382044606
80	1280	-0.05	-0.369397294310381	0.269567183349252
80	2560	-0.05	-0.364659237889227	0.264835863643055
80	5120	-0.05	-0.362262478986048	0.262441314244168
160	10	-0.05	-0.954308738193076	0.852977079139713
160	20	-0.05	-0.707802781213717	0.607213054327771
160	40	-0.05	-0.540208885916302	0.439920840784444
160	80	-0.05	-0.429641769275765	0.329545585846996
160	160	-0.05	-0.35993122283023	0.25993122283023
160	320	-0.05	-0.318390966150028	0.218445385138558
160	640	-0.05	-0.29499121697029	0.195070536220848
160	1280	-0.05	-0.282415883196254	0.182492310797546
160	2560	-0.05	-0.2758604594393	0.175944929002791
160	5120	-0.05	-0.272509251339388	0.172596192134617
320	10	-0.05	-0.940943239431952	0.83957515324878
320	20	-0.05	-0.689304357008184	0.588674679789908
320	40	-0.05	-0.515091726166408	0.414756686945804
320	80	-0.05	-0.396602704686476	0.296455191275644
320	160	-0.05	-0.318445385138558	0.218390966150028
320	320	-0.05	-0.269178631778037	0.169178631778037
320	640	-0.05	-0.239805843718603	0.13983128179907
320	1280	-0.05	-0.223270611123299	0.123288840973349
320	2560	-0.05	-0.214373078864146	0.11440030038896
320	5120	-0.05	-0.2097370616005	0.10976674428283
640	10	-0.05	-0.934181259024916	0.83279722414563
640	20	-0.05	-0.67984657164347	0.579199755472282
640	40	-0.05	-0.502003270640639	0.401647831548518
640	80	-0.05	-0.378831382044606	0.278661201305358
640	160	-0.05	-0.295070536220848	0.19499121697029
640	320	-0.05	-0.23983128179907	0.139805843718603
640	640	-0.05	-0.20499322962993	0.10499322962993
640	1280	-0.05	-0.184236163534374	0.0842237240115354
640	2560	-0.05	-0.172536329211643	0.0725334421683259
640	5120	-0.05	-0.166243588081869	0.0662428417597124
1280	10	-0.05	-0.930777841267192	0.829390348666927
1280	20	-0.05	-0.67505984566875	0.574410745147527
1280	40	-0.05	-0.495308952892532	0.394951918876399
1280	80	-0.05	-0.369567183349252	0.269397294310381
1280	160	-0.05	-0.282492310797546	0.182415883196254
1280	320	-0.05	-0.223288840973349	0.123270611123299
1280	640	-0.05	-0.184223724011535	0.0842361635343738
1280	1280	-0.05	-0.159601343316749	0.0596013433167488
1280	2560	-0.05	-0.144911847696022	0.0449257121065177
1280	5120	-0.05	-0.1366353197406	0.0366535898257225
2560	10	-0.05	-0.929072262120349	0.827680573844936
2560	20	-0.05	-0.672654195384192	0.572000468675006
2560	40	-0.05	-0.491925898639508	0.391563148924394
2560	80	-0.05	-0.364835863643055	0.264659237889227
2560	160	-0.05	-0.275944929002791	0.1758604594393
2560	320	-0.05	-0.21440030038896	0.114373078864146
2560	640	-0.05	-0.172533442168326	0.0725363292116429
2560	1280	-0.05	-0.144925712106518	0.0449118476960218
2560	2560	-0.05	-0.127502872173659	0.0275028721736587
2560	5120	-0.05	-0.117112703630905	0.0171166820240807
5120	10	-0.05	-0.928217510551995	0.826824161105441
5120	20	-0.05	-0.671446860833886	0.570791432628875
5120	40	-0.05	-0.490223186235223	0.389858425270575
5120	80	-0.05	-0.362441314244168	0.262262478986048
5120	160	-0.05	-0.272596192134617	0.172509251339388
5120	320	-0.05	-0.20976674428283	0.1097370616005
5120	640	-0.05	-0.166242841759712	0.0662435880818692
5120	1280	-0.05	-0.136653589825723	0.0366353197405999
5120	2560	-0.05	-0.117116682024081	0.0171127036309046
5120	5120	-0.05	-0.104791137964134	0.00479113796413349
10	10	0	-1.23959233340959	1.23959233340959
10	20	0	-1.07352976425713	1.07352976425713
10	40	0	-0.979983403293399	0.979983403293399
10	80	0	-0.929695111553712	0.929695111553712
10	160	0	-0.903500610479525	0.903500610479526
10	320	0	-0.890114773896746	0.890114773896746
10	640	0	-0.883345319080613	0.883345319080613
10	1280	0	-0.879939010867452	0.879939010867452
10	2560	0	-0.878234978478543	0.878234978478543
10	5120	0	-0.877378944676251	0.877378944676251
20	10	0	-1.07352976425713	1.07352976425713
20	20	0	-0.876551856106706	0.876551856106706
20	40	0	-0.759107681708371	0.759107681708372
20	80	0	-0.692971862448263	0.692971862448263
20	160	0	-0.657411860887085	0.657411860887085
20	320	0	-0.638890688934657	0.638890688934657
20	640	0	-0.629425098355456	0.629425098355456
20	1280	0	-0.624635625420561	0.624635625420561
20	2560	0	-0.622232817457704	0.622232817457704
20	5120	0	-0.621024004575795	0.621024004575795
40	10	0	-0.979983403293399	0.979983403293399
40	20	0	-0.759107681708372	0.759107681708371
40	40	0	-0.61979495675038	0.61979495675038
40	80	0	-0.536760019123594	0.536760019123594
40	160	0	-0.489991500762582	0.489991500762582
40	320	0	-0.464846887041258	0.464846887041258
40	640	0	-0.451749123324354	0.451749123324354
40	1280	0	-0.445051660517161	0.445051660517161
40	2560	0	-0.441672950389652	0.441672950389652
40	5120	0	-0.439968328682764	0.439968328682764
80	10	0	-0.929695111553712	0.929695111553712
80	20	0	-0.692971862448263	0.692971862448263
80	40	0	-0.536760019123594	0.536760019123594
80	80	0	-0.438265727437039	0.438265727437039
80	160	0	-0.379548680060837	0.379548680060837
80	320	0	-0.346479664783236	0.346479664783236
80	640	0	-0.328698646393134	0.328698646393134
80	1280	0	-0.319431542345834	0.319431542345834
80	2560	0	-0.314707046032108	0.314707046032108
80	5120	0	-0.312310198296918	0.312310198296918
160	10	0	-0.903500610479526	0.903500610479525
160	20	0	-0.657411860887085	0.657411860887085
160	40	0	-0.489991500762582	0.489991500762582
160	80	0	-0.379548680060837	0.379548680060837
160	160	0	-0.30989926302902	0.30989926302902
160	320	0	-0.268381278777619	0.268381278777619
160	640	0	-0.244996230237701	0.244996230237701
160	1280	0	-0.232415281200364	0.232415281200364
160	2560	0	-0.225878014672216	0.225878014672216
160	5120	0	-0.222526431352023	0.222526431352023
320	10	0	-0.890114773896746	0.890114773896746
320	20	0	-0.638890688934657	0.638890688934657
320	40	0	-0.464846887041258	0.464846887041258
320	80	0	-0.346479664783236	0.346479664783236
320	160	0	-0.268381278777619	0.268381278777619
320	320	0	-0.219133448771954	0.219133448771954
320	640	0	-0.18977384014417	0.18977384014417
320	1280	0	-0.17322765514728	0.17322765514728
320	2560	0	-0.164352776321674	0.164352776321674
320	5120	0	-0.159715278613685	0.159715278613685
640	10	0	-0.883345319080613	0.883345319080613
640	20	0	-0.629425098355456	0.629425098355456
640	40	0	-0.451749123324354	0.451749123324354
640	80	0	-0.328698646393134	0.328698646393134
640	160	0	-0.244996230237701	0.244996230237701
640	320	0	-0.18977384014417	0.18977384014417
640	640	0	-0.154947579637242	0.154947579637242
640	1280	0	-0.134173255681597	0.134173255681597
640	2560	0	-0.122500927004724	0.122500927004724
640	5120	0	-0.116205044017123	0.116205044017123
1280	10	0	-0.879939010867452	0.879939010867452
1280	20	0	-0.624635625420561	0.624635625420561
1280	40	0	-0.445051660517161	0.445051660517161
1280	80	0	-0.319431542345834	0.319431542345834
1280	160	0	-0.232415281200364	0.232415281200364
1280	320	0	-0.17322765514728	0.17322765514728
1280	640	0	-0.134173255681597	0.134173255681597
1280	1280	0	-0.109527040702099	0.109527040702099
1280	2560	0	-0.0948693165453225	0.0948693165453225
1280	5120	0	-0.0865870796353666	0.0865870796353667
2560	10	0	-0.878234978478543	0.878234978478543
2560	20	0	-0.622232817457704	0.622232817457704
2560	40	0	-0.441672950389652	0.441672950389652
2560	80	0	-0.314707046032108	0.314707046032108
2560	160	0	-0.225878014672216	0.225878014672216
2560	320	0	-0.164352776321674	0.164352776321674
2560	640	0	-0.122500927004724	0.122500927004724
2560	1280	0	-0.0948693165453225	0.0948693165453225
2560	2560	0	-0.0774867846706396	0.0774867846706396
2560	5120	0	-0.0670920035220203	0.0670920035220203
5120	10	0	-0.877378944676251	0.877378944676251
5120	20	0	-0.621024004575795	0.621024004575795
5120	40	0	-0.439968328682764	0.439968328682764
5120	80	0	-0.312310198296918	0.312310198296918
5120	160	0	-0.222526431352023	0.222526431352023
5120	320	0	-0.159715278613685	0.159715278613685
5120	640	0	-0.116205044017123	0.116205044017123
5120	1280	0	-0.0865870796353667	0.0865870796353666
5120	2560	0	-0.0670920035220203	0.0670920035220203
5120	5120	0	-0.0547583059873432	0.0547583059873432
10	10	0.05	-1.18979213440762	1.28979213440762
10	20	0.05	-1.024079107825	1.12331949648702
10	40	0.05	-0.930683109532456	1.02959940506206
10	80	0.05	-0.880468582394511	0.979213708220816
10	160	0.05	-0.854308738193076	0.952977079139713
10	320	0.05	-0.840943239431952	0.93957515324878
10	640	0.05	-0.834181259024916	0.93279722414563
10	1280	0.05	-0.830777841267191	0.929390348666927
10	2560	0.05	-0.829072262120349	0.927680573844937
10	5120	0.05	-0.828217510551995	0.926824161105441
20	10	0.05	-1.02331949648702	1.124079107825
20	20	0.05	-0.826684740865436	0.926684740865436
20	40	0.05	-0.709387625868631	0.809062835162609
20	80	0.05	-0.643326754008093	0.74281996858681
20	160	0.05	-0.607802781213717	0.707213054327771
20	320	0.05	-0.589304357008184	0.688674679789908
20	640	0.05	-0.57984657164347	0.679199755472282
20	1280	0.05	-0.57505984566875	0.674410745147527
20	2560	0.05	-0.572654195384192	0.672000468675006
20	5120	0.05	-0.571446860833886	0.670791432628875
40	10	0.05	-0.929599405062063	1.03068310953246
40	20	0.05	-0.709062835162609	0.809387625868631
40	40	0.05	-0.569895006578693	0.669895006578693
40	80	0.05	-0.486937836888219	0.586742899653762
40	160	0.05	-0.440208885916302	0.539920840784444
40	320	0.05	-0.415091726166408	0.514756686945805
40	640	0.05	-0.402003270640639	0.501647831548518
40	1280	0.05	-0.395308952892532	0.494951918876399
40	2560	0.05	-0.391925898639508	0.491563148924394
40	5120	0.05	-0.390223186235223	0.489858425270575
80	10	0.05	-0.879213708220815	0.980468582394511
80	20	0.05	-0.64281996858681	0.743326754008093
80	40	0.05	-0.486742899653762	0.586937836888219
80	80	0.05	-0.388321071624136	0.488321071624136
80	160	0.05	-0.329641769275765	0.429545585846995
80	320	0.05	-0.296602704686476	0.396455191275644
80	640	0.05	-0.278831382044606	0.378661201305358
80	1280	0.05	-0.269567183349252	0.369397294310381
80	2560	0.05	-0.264835863643055	0.364659237889227
80	5120	0.05	-0.262441314244168	0.362262478986048
160	10	0.05	-0.852977079139713	0.954308738193076
160	20	0.05	-0.607213054327771	0.707802781213717
160	40	0.05	-0.439920840784444	0.540208885916302
160	80	0.05	-0.329545585846996	0.429641769275765
160	160	0.05	-0.25993122283023	0.35993122283023
160	320	0.05	-0.218445385138558	0.318390966150028
160	640	0.05	-0.195070536220848	0.29499121697029
160	1280	0.05	-0.182492310797546	0.282415883196254
160	2560	0.05	-0.175944929002791	0.2758604594393
160	5120	0.05	-0.172596192134617	0.272509251339388
320	10	0.05	-0.83957515324878	0.940943239431952
320	20	0.05	-0.588674679789908	0.689304357008184
320	40	0.05	-0.414756686945805	0.515091726166408
320	80	0.05	-0.296455191275644	0.396602704686476
320	160	0.05	-0.218390966150028	0.318445385138558
320	320	0.05	-0.169178631778037	0.269178631778037
320	640	0.05	-0.13983128179907	0.239805843718603
320	1280	0.05	-0.123288840973349	0.223270611123299
320	2560	0.05	-0.11440030038896	0.214373078864146
320	5120	0.05	-0.10976674428283	0.2097370616005
640	10	0.05	-0.83279722414563	0.934181259024916
640	20	0.05	-0.579199755472282	0.67984657164347
640	40	0.05	-0.401647831548518	0.502003270640639
640	80	0.05	-0.278661201305358	0.378831382044606
640	160	0.05	-0.19499121697029	0.295070536220848
640	320	0.05	-0.139805843718603	0.23983128179907
640	640	0.05	-0.10499322962993	0.20499322962993
640	1280	0.05	-0.0842237240115354	0.184236163534374
640	2560	0.05	-0.0725334421683259	0.172536329211643
640	5120	0.05	-0.0662428417597124	0.166243588081869
1280	10	0.05	-0.829390348666927	0.930777841267192
1280	20	0.05	-0.574410745147527	0.67505984566875
1280	40	0.05	-0.394951918876399	0.495308952892532
1280	80	0.05	-0.269397294310381	0.369567183349252
1280	160	0.05	-0.182415883196254	0.282492310797546
1280	320	0.05	-0.123270611123299	0.223288840973349
1280	640	0.05	-0.0842361635343738	0.184223724011535
1280	1280	0.05	-0.0596013433167488	0.159601343316749
1280	2560	0.05	-0.0449257121065177	0.144911847696022
1280	5120	0.05	-0.0366535898257225	0.1366353197406
2560	10	0.05	-0.827680573844937	0.929072262120349
2560	20	0.05	-0.572000468675006	0.672654195384192
2560	40	0.05	-0.391563148924394	0.491925898639508
2560	80	0.05	-0.264659237889227	0.364835863643055
2560	160	0.05	-0.1758604594393	0.275944929002791
