n1	n2	d	lo	hi
20	80	-2.75	-3.71809498869625	-1.76716685991828
20	160	-2.75	-3.66744599288715	-1.81560685491802
20	320	-2.75	-3.64126871270916	-1.84078629762078
20	640	-2.75	-3.62799842897607	-1.85369497548452
20	1280	-2.75	-3.62125506794177	-1.8601790486481
20	2560	-2.75	-3.61787519548193	-1.86344941442591
20	5120	-2.75	-3.61618364568515	-1.86508810734507
40	10	-2.75	-4.15803295277165	-1.37184282581543
40	20	-2.75	-3.82336119483716	-1.68662778326099
40	40	-2.75	-3.6191141535411	-1.8808858464589
40	80	-2.75	-3.49953775601488	-1.99553585999989
40	160	-2.75	-3.43286608527421	-2.05982197450266
40	320	-2.75	-3.39727031355322	-2.0943135551978
40	640	-2.75	-3.37887215062958	-2.11233405746041
40	1280	-2.75	-3.36942258109246	-2.12148072203948
40	2560	-2.75	-3.36465949556305	-2.12611932384071
40	5120	-2.75	-3.36226877154192	-2.12845015078006
80	10	-2.75	-4.09030351889096	-1.44395075415866
80	20	-2.75	-3.73283314008172	-1.78190501130375
80	40	-2.75	-3.50446414000011	-2.00046224398512
80	80	-2.75	-3.3629140024118	-2.1370859975882
80	160	-2.75	-3.27930408753226	-2.21821701542287
80	320	-2.75	-3.23250967396303	-2.26381880980061
80	640	-2.75	-3.20753350532841	-2.28841004118238
80	1280	-2.75	-3.19445591528056	-2.30113039914207
80	2560	-2.75	-3.18779335553028	-2.3076488567989
80	5120	-2.75	-3.18443040324785	-2.31094231487003
160	10	-2.75	-4.05519848723663	-1.48103826878481
160	20	-2.75	-3.68439314508198	-1.83255400711285
160	40	-2.75	-3.44017802549734	-2.06713391472579
160	80	-2.75	-3.28178298457713	-2.22069591246774
160	160	-2.75	-3.18277290281585	-2.31722709718415
160	320	-2.75	-3.12409244018185	-2.37467162053796
160	640	-2.75	-3.09127185180059	-2.40712315212724
160	1280	-2.75	-3.07352840518443	-2.42444944893263
160	2560	-2.75	-3.06431288627697	-2.43349758829161
160	5120	-2.75	-3.05961160120284	-2.43811717970111
320	10	-2.75	-4.03729254565648	-1.49983335363712
320	20	-2.75	-3.65921370237922	-1.85873128729084
320	40	-2.75	-3.4056864448022	-2.10272968644678
320	80	-2.75	-3.23618119019939	-2.26749032603697
320	160	-2.75	-3.12532837946204	-2.37590755981815
320	320	-2.75	-3.05581720164038	-2.44418279835962
320	640	-2.75	-3.01466107354378	-2.48501452644209
320	1280	-2.75	-2.99134961358809	-2.50785143054352
320	2560	-2.75	-2.9788484159825	-2.52015974023948
320	5120	-2.75	-2.97234736476362	-2.52656396443916
640	10	-2.75	-4.02820782288339	-1.50925910573223
640	20	-2.75	-3.64630502451548	-1.87200157102393
640	40	-2.75	-3.38766594253959	-2.12112784937042
640	80	-2.75	-3.21158995881762	-2.29246649467159
640	160	-2.75	-3.09287684787276	-2.40872814819941
640	320	-2.75	-3.01498547355791	-2.48533892645622
640	640	-2.75	-2.96619117518276	-2.53380882481724
640	1280	-2.75	-2.93692987015637	-2.56249732609904
640	2560	-2.75	-2.92048383464498	-2.57868780534657
640	5120	-2.75	-2.91165237701588	-2.58738085900689
1280	10	-2.75	-4.02366944965065	-1.51402179677869
1280	20	-2.75	-3.6398209513519	-1.87874493205823
1280	40	-2.75	-3.37851927796052	-2.13057741890754
1280	80	-2.75	-3.19886960085793	-2.30554408471944
1280	160	-2.75	-3.07555055106737	-2.42647159481557
1280	320	-2.75	-2.99214856945648	-2.50865038641191
1280	640	-2.75	-2.93750267390096	-2.56307012984363
1280	1280	-2.75	-2.90284438115216	-2.59715561884784
1280	2560	-2.75	-2.88222468138879	-2.61751596259644
1280	5120	-2.75	-2.87062387611079	-2.62896638009581
2560	10	-2.75	-4.02138683424454	-1.5164019778077
2560	20	-2.75	-3.63655058557409	-1.88212480451807
2560	40	-2.75	-3.37388067615929	-2.13534050443695
2560	80	-2.75	-3.1923511432011	-2.31220664446972
2560	160	-2.75	-3.06650241170839	-2.43568711372303
2560	320	-2.75	-2.97984025976052	-2.5211515840175
2560	640	-2.75	-2.92131219465343	-2.57951616535502
2560	1280	-2.75	-2.88248403740356	-2.61777531861121
2560	2560	-2.75	-2.85804620162379	-2.64195379837621
2560	5120	-2.75	-2.84349189700159	-2.65634585612108
5120	10	-2.75	-4.02024470054817	-1.51759145025833
5120	20	-2.75	-3.63491189265493	-1.88381635431485
5120	40	-2.75	-3.37154984921994	-2.13773122845808
5120	80	-2.75	-3.18905768512997	-2.31556959675215
5120	160	-2.75	-3.06188282029889	-2.44038839879716
5120	320	-2.75	-2.97343603556084	-2.52765263523638
5120	640	-2.75	-2.91261914099311	-2.58834762298412
5120	1280	-2.75	-2.87103361990419	-2.62937612388921
5120	2560	-2.75	-2.84365414387892	-2.65650810299841
5120	5120	-2.75	-2.82640583606845	-2.67359416393155
10	10	-2.7	-4.45194883435985	-0.94805116564015
10	20	-2.7	-4.20137187650171	-1.17838077587469
10	40	-2.7	-4.06545298596707	-1.30470784091849
10	80	-2.7	-3.9939497445354	-1.37183380181112
10	160	-2.7	-3.95718544142878	-1.4066198738621
10	320	-2.7	-3.93854192519069	-1.42437409126397
10	640	-2.7	-3.92919576940803	-1.43337947819171
10	1280	-2.7	-3.92447213954958	-1.43788037604656
10	2560	-2.7	-3.92211234119612	-1.44014096873419
10	5120	-2.7	-3.92093120819158	-1.44127557764885
20	10	-2.7	-4.22161922412531	-1.19862812349829
20	20	-2.7	-3.92479298518694	-1.47520701481306
20	40	-2.7	-3.75378470376982	-1.63621759624923
20	80	-2.7	-3.65932595419706	-1.72592698253832
20	160	-2.7	-3.60912902228086	-1.77391958015305
20	320	-2.7	-3.58316841285676	-1.79888166572084
20	640	-2.7	-3.57001297952587	-1.81167554373341
20	1280	-2.7	-3.56332633780396	-1.81810502977747
20	2560	-2.7	-3.55997611566643	-1.82134331391753
20	5120	-2.7	-3.55829677859643	-1.82297094417651
40	10	-2.7	-4.09529215908151	-1.33454701403293
40	20	-2.7	-3.76378240375077	-1.64621529623018
40	40	-2.7	-3.56138107006475	-1.83861892993525
40	80	-2.7	-3.44284684313979	-1.95222825094616
40	160	-2.7	-3.37677967250797	-2.01591719115298
40	320	-2.7	-3.34148389803219	-2.05010878009457
40	640	-2.7	-3.32324772804248	-2.06796781336909
40	1280	-2.7	-3.31387906912733	-2.07703685194073
40	2560	-2.7	-3.30915848962595	-2.08162962770395
40	5120	-2.7	-3.30678538719686	-2.08394455598966
80	10	-2.7	-4.02816619818888	-1.4060502554646
80	20	-2.7	-3.67407301746168	-1.74067404580294
80	40	-2.7	-3.44777174905384	-1.95715315686021
80	80	-2.7	-3.3074591946624	-2.0925408053376
80	160	-2.7	-3.22461029911462	-2.17291995498133
80	320	-2.7	-3.17821212056128	-2.21812586476651
80	640	-2.7	-3.15345669178793	-2.24249724652817
80	1280	-2.7	-3.14049148950891	-2.25510993679699
80	2560	-2.7	-3.13388858742828	-2.26156414171465
80	5120	-2.7	-3.13055051612185	-2.26483520984387
160	10	-2.7	-3.9933801261379	-1.44281455857122
160	20	-2.7	-3.62608041984695	-1.79087097771914
160	40	-2.7	-3.38408280884702	-2.02322032749203
160	80	-2.7	-3.22708004501867	-2.17538970088538
160	160	-2.7	-3.12897863188524	-2.27102136811476
160	320	-2.7	-3.0708012040551	-2.32796240114167
160	640	-2.7	-3.03827455122172	-2.36012051813686
160	1280	-2.7	-3.02068591020931	-2.37729818548074
160	2560	-2.7	-3.01155417984278	-2.38625600469864
160	5120	-2.7	-3.00688833084657	-2.3908435875663
320	10	-2.7	-3.97562590873603	-1.46145807480931
320	20	-2.7	-3.60111833427916	-1.81683158714324
320	40	-2.7	-3.34989121990543	-2.05851610196781
320	80	-2.7	-3.18187413523349	-2.22178787943872
320	160	-2.7	-3.07203759885833	-2.3291987959449
320	320	-2.7	-3.00312182580417	-2.39687817419583
320	640	-2.7	-2.96233371943841	-2.43734256434258
320	1280	-2.7	-2.93922533594274	-2.45998473505086
320	2560	-2.7	-2.92683764089684	-2.47217076372371
320	5120	-2.7	-2.92038547129956	-2.47853091939628
640	10	-2.7	-3.96662052180829	-1.47080423059197
640	20	-2.7	-3.58832445626659	-1.82998702047413
640	40	-2.7	-3.33203218663091	-2.07675227195752
640	80	-2.7	-3.15750275347183	-2.24654330821207
640	160	-2.7	-3.03987948186314	-2.36172544877828
640	320	-2.7	-2.96265743565742	-2.43766628056159
640	640	-2.7	-2.9143013475965	-2.4856986524035
640	1280	-2.7	-2.8852966502239	-2.51414127277917
640	2560	-2.7	-2.86900119098671	-2.53016979073858
640	5120	-2.7	-2.86023683467672	-2.53880231782375
1280	10	-2.7	-3.96211962395344	-1.47552786045042
1280	20	-2.7	-3.58189497022253	-1.83667366219604
1280	40	-2.7	-3.32296314805927	-2.08612093087267
1280	80	-2.7	-3.14489006320301	-2.25950851049109
1280	160	-2.7	-3.02270181451926	-2.37931408979069
1280	320	-2.7	-2.94001526494914	-2.46077466405726
1280	640	-2.7	-2.88585872722083	-2.5147033497761
1280	1280	-2.7	-2.85150329199944	-2.54849670800056
1280	2560	-2.7	-2.83107174164326	-2.56865282271667
1280	5120	-2.7	-2.81955852997459	-2.5800230282866
2560	10	-2.7	-3.95985903126581	-1.47788765880388
2560	20	-2.7	-3.57865668608247	-1.84002388433357
2560	40	-2.7	-3.31837037229605	-2.09084151037406
2560	80	-2.7	-3.13843585828535	-2.26611141257172
2560	160	-2.7	-3.01374399530136	-2.38844582015722
2560	320	-2.7	-2.92782923627629	-2.47316235910316
2560	640	-2.7	-2.86983020926142	-2.53099880901329
2560	1280	-2.7	-2.83134717728334	-2.56892825835674
2560	2560	-2.7	-2.80713839158318	-2.59286160841682
2560	5120	-2.7	-2.79269884348424	-2.60715051043625
5120	10	-2.7	-3.95872442235115	-1.47906879180842
5120	20	-2.7	-3.57702905582349	-1.84170322140357
5120	40	-2.7	-3.31605544401034	-2.09321461280314
5120	80	-2.7	-3.13516479015613	-2.26944948387815
5120	160	-2.7	-3.0091564124337	-2.39311166915343
5120	320	-2.7	-2.92146908060372	-2.47961452870044
5120	640	-2.7	-2.86119768217625	-2.53976316532329
5120	1280	-2.7	-2.8199769717134	-2.58044147002542
5120	2560	-2.7	-2.79284948956375	-2.60730115651576
5120	5120	-2.7	-2.77573287492585	-2.62426712507415
10	10	-2.65	-4.38583879643712	-0.914161203562875
10	20	-2.65	-4.13757445301195	-1.14215807694152
10	40	-2.65	-4.00284458455367	-1.26732520894752
10	80	-2.65	-3.93195598198743	-1.33383889146559
10	160	-2.65	-3.89549120217563	-1.36832477026034
10	320	-2.65	-3.87700624000644	-1.38593133248466
10	640	-2.65	-3.86772998560538	-1.39485512783354
10	1280	-2.65	-3.86304607336733	-1.39931839386111
10	2560	-2.65	-3.86070570940439	-1.40155852198575
10	5120	-2.65	-3.8595355816044	-1.40268429125573
20	10	-2.65	-4.15784192305848	-1.16242554698805
20	20	-2.65	-3.86380751808934	-1.43619248191066
20	40	-2.65	-3.69433682673388	-1.59570829281004
20	80	-2.65	-3.60071661259797	-1.68458739926598
20	160	-2.65	-3.55094354563053	-1.73215860816495
20	320	-2.65	-3.5252115462739	-1.75690928667268
20	640	-2.65	-3.51215848633467	-1.76958528172046
20	1280	-2.65	-3.50553007768769	-1.77596000894029
20	2560	-2.65	-3.50220845601343	-1.7791684720545
20	5120	-2.65	-3.50054527268306	-1.78078316668524
40	10	-2.65	-4.03267479105248	-1.29715541544633
40	20	-2.65	-3.70429170718996	-1.60566317326612
40	40	-2.65	-3.5037222736651	-1.7962777263349
40	80	-2.65	-3.3862502226479	-1.90883051441764
40	160	-2.65	-3.32074703524699	-1.97195609488168
40	320	-2.65	-3.28576533690543	-2.00585580889533
40	640	-2.65	-3.26767270332938	-2.02354904991241
40	1280	-2.65	-3.25838641232988	-2.03254018537718
40	2560	-2.65	-3.25370652255886	-2.03709032740028
40	5120	-2.65	-3.25135644485016	-2.03938668535633
80	10	-2.65	-3.96616110853441	-1.36804401801257
80	20	-2.65	-3.61541260073402	-1.69928338740203
80	40	-2.65	-3.39116948558236	-1.91374977735209
80	80	-2.65	-3.25212529938178	-2.04787470061822
80	160	-2.65	-3.16999237600098	-2.12753832000301
80	320	-2.65	-3.12401271018505	-2.17235535308027
80	640	-2.65	-3.09945528614616	-2.19649866299776
80	1280	-2.65	-3.08660567164678	-2.20900193597792
80	2560	-2.65	-3.08006052037663	-2.21539565514888
80	5120	-2.65	-3.0767552689415	-2.2186401852081
160	10	-2.65	-3.93167522973966	-1.40450879782437
160	20	-2.65	-3.56784139183505	-1.74905645436947
160	40	-2.65	-3.32804390511832	-1.97925296475301
160	80	-2.65	-3.17246167999699	-2.13000762399902
160	160	-2.65	-3.07520983291644	-2.22479016708356
160	320	-2.65	-3.01755867603236	-2.28124316457235
160	640	-2.65	-2.98529298405188	-2.31310141346933
160	1280	-2.65	-2.96786135880886	-2.33013051503033
160	2560	-2.65	-2.95880962112004	-2.33900461175925
160	5120	-2.65	-2.95418972776709	-2.34355508690656
320	10	-2.65	-3.91406866751534	-1.42299375999356
320	20	-2.65	-3.54309071332732	-1.7747884537261
320	40	-2.65	-3.29414419110467	-2.01423466309457
320	80	-2.65	-3.12764464691973	-2.17598728981495
320	160	-2.65	-3.01875683542765	-2.28244132396764
320	320	-2.65	-2.95046228048201	-2.34953771951799
320	640	-2.65	-2.90999920542225	-2.38962212858193
320	1280	-2.65	-2.8870950127894	-2.41206625768378
320	2560	-2.65	-2.87481455415985	-2.42413696667039
320	5120	-2.65	-2.86842525528154	-2.4304448518511
640	10	-2.65	-3.90514487216646	-1.43227001439461
640	20	-2.65	-3.53041471827954	-1.78784151366533
640	40	-2.65	-3.27645095008759	-2.03232729667062
640	80	-2.65	-3.10350133700224	-2.20054471385384
640	160	-2.65	-2.98689858653067	-2.31470701594812
640	320	-2.65	-2.91037787141807	-2.39000079457775
640	640	-2.65	-2.86241148921834	-2.43758851078166
640	1280	-2.65	-2.83366572631103	-2.46578688819644
640	2560	-2.65	-2.81751309708152	-2.48166665614738
640	5120	-2.65	-2.80883527969742	-2.49022995303739
1280	10	-2.65	-3.90068160613889	-1.43695392663267
1280	20	-2.65	-3.52403999105971	-1.79446992231231
1280	40	-2.65	-3.26745981462282	-2.04161358767012
1280	80	-2.65	-3.09099806402208	-2.21339432835322
1280	160	-2.65	-2.96986948496967	-2.33213864119114
1280	320	-2.65	-2.88793374231622	-2.4129049872106
1280	640	-2.65	-2.83421311180356	-2.46633427368897
1280	1280	-2.65	-2.80016300752768	-2.49983699247232
1280	2560	-2.65	-2.77990945886364	-2.51980563406196
1280	5120	-2.65	-2.76850939154749	-2.53108437371043
2560	10	-2.65	-3.89844147801425	-1.43929429059561
2560	20	-2.65	-3.5208315279455	-1.79779154398657
2560	40	-2.65	-3.26290967259972	-2.04629347744114
2560	80	-2.65	-3.08460434485112	-2.21993947962337
2560	160	-2.65	-2.96099538824075	-2.34119037887996
2560	320	-2.65	-2.87586303332961	-2.42518544584015
2560	640	-2.65	-2.81833334385262	-2.48248690291848
2560	1280	-2.65	-2.78019436593804	-2.52009054113636
2560	2560	-2.65	-2.75619845382346	-2.54380154617654
2560	5120	-2.65	-2.74190277458928	-2.5579757377192
5120	10	-2.65	-3.89731570874427	-1.4404644183956
5120	20	-2.65	-3.51921683331476	-1.79945472731694
5120	40	-2.65	-3.26061331464367	-2.04864355514984
5120	80	-2.65	-3.0813598147919	-2.2232447310585
5120	160	-2.65	-2.95644491309344	-2.34581027223291
5120	320	-2.65	-2.8695551481489	-2.43157474471846
5120	640	-2.65	-2.80977004696261	-2.49116472030258
5120	1280	-2.65	-2.76891562628957	-2.53149060845251
5120	2560	-2.65	-2.7420242622808	-2.55809722541072
5120	5120	-2.65	-2.72507644924369	-2.57492355075631
10	10	-2.6	-4.31987124601448	-0.880128753985522
10	20	-2.6	-4.0738994596257	-1.10581536948829
10	40	-2.6	-3.9403490081568	-1.2298151832543
10	80	-2.6	-3.87005213454882	-1.29574262161521
10	160	-2.6	-3.83390004612325	-1.32992788735247
10	320	-2.6	-3.81556265405986	-1.34737375555213
10	640	-2.6	-3.80636414150961	-1.35623189302552
10	1280	-2.6	-3.80172370220876	-1.36065381168754
10	2560	-2.6	-3.79940052050616	-1.36287819541106
10	5120	-2.6	-3.79824023852413	-1.36399209206959
20	10	-2.6	-4.09418463051171	-1.1261005403743
20	20	-2.6	-3.80291738048586	-1.39708261951414
20	40	-2.6	-3.63497153142341	-1.55509380982885
20	80	-2.6	-3.54215870831938	-1.64317722472303
20	160	-2.6	-3.49282693228473	-1.69032660501557
20	320	-2.6	-3.46730800361525	-1.71484745806323
20	640	-2.6	-3.45436821635067	-1.72742815874885
20	1280	-2.6	-3.4478033166014	-1.73374282761862
20	2560	-2.6	-3.44450708450579	-1.73692823380269
20	5120	-2.6	-3.44285839641566	-1.73852564595105
40	10	-2.6	-3.9701848167457	-1.2596509918432
40	20	-2.6	-3.64490619017115	-1.56502846857659
40	40	-2.6	-3.44615884610394	-1.75384115389606
40	80	-2.6	-3.32971347366282	-1.86538059522587
40	160	-2.6	-3.26479970893194	-1.92794231488326
40	320	-2.6	-3.23011260510968	-1.96152457441253
40	640	-2.6	-3.21217952521565	-1.97908336732988
40	1280	-2.6	-3.20298356994479	-1.98798910525698
40	2560	-2.6	-3.19834015222405	-1.99250619740699
40	5120	-2.6	-3.19601090459102	-1.99477780174053
80	10	-2.6	-3.90425737838479	-1.32994786545118
80	20	-2.6	-3.55682277527697	-1.65784129168062
80	40	-2.6	-3.33461940477413	-1.87028652633718
80	80	-2.6	-3.1967936248619	-2.0032063751381
80	160	-2.6	-3.1154022992059	-2.08215978050215
80	320	-2.6	-3.06981142190121	-2.12655746929093
80	640	-2.6	-3.04547126520573	-2.15051760264554
80	1280	-2.6	-3.03274711166465	-2.16290241811552
80	2560	-2.6	-3.02625322848541	-2.16924986245617
80	5120	-2.6	-3.02297739351193	-2.17245951060614
160	10	-2.6	-3.87007211264753	-1.36609995387676
160	20	-2.6	-3.50967339498443	-1.70717306771527
160	40	-2.6	-3.27205768511674	-1.93520029106806
160	80	-2.6	-3.11784021949785	-2.0845977007941
160	160	-2.6	-3.02146813910485	-2.17853186089515
160	320	-2.6	-2.96430568812827	-2.23445283582671
160	640	-2.6	-2.93232590988029	-2.26606688561564
160	1280	-2.6	-2.91506495347448	-2.28293345266303
160	2560	-2.6	-2.90608442797374	-2.29174267187145
160	5120	-2.6	-2.90150578381836	-2.29624389813196
320	10	-2.6	-3.85262624444787	-1.38443734594014
320	20	-2.6	-3.48515254193677	-1.73269199638475
320	40	-2.6	-3.23847542558747	-1.96988739489032
320	80	-2.6	-3.07344253070907	-2.13018857809879
320	160	-2.6	-2.96554716417329	-2.23569431187173
320	320	-2.6	-2.89783883453513	-2.30216116546487
320	640	-2.6	-2.85773988308446	-2.34194076841828
320	1280	-2.6	-2.83506437812332	-2.36417286508483
320	2560	-2.6	-2.82288340898918	-2.37615670108966
320	5120	-2.6	-2.81655270635702	-2.38239712422815
640	10	-2.6	-3.84376810697448	-1.39363585849039
640	20	-2.6	-3.47257184125115	-1.74563178364933
640	40	-2.6	-3.22091663267012	-1.98782047478435
640	80	-2.6	-3.04948239735446	-2.15452873479427
640	160	-2.6	-2.93393311438436	-2.26767409011971
640	320	-2.6	-2.85805923158172	-2.34226011691554
640	640	-2.6	-2.8105147096516	-2.3894852903484
640	1280	-2.6	-2.78204905248259	-2.41741765272226
640	2560	-2.6	-2.76602291905018	-2.4331836385656
640	5120	-2.6	-2.75742194979689	-2.44165579417192
1280	10	-2.6	-3.83934618831247	-1.39827629779124
1280	20	-2.6	-3.46625717238138	-1.7521966833986
1280	40	-2.6	-3.21201089474302	-1.99701643005521
1280	80	-2.6	-3.03709758188448	-2.16725288833535
1280	160	-2.6	-2.91706654733697	-2.28493504652552
1280	320	-2.6	-2.83582713491517	-2.36493562187668
1280	640	-2.6	-2.78258234727774	-2.41795094751741
1280	1280	-2.6	-2.74886815666072	-2.45113184333928
1280	2560	-2.6	-2.72877686208203	-2.47095305903539
1280	5120	-2.6	-2.71747995929352	-2.48210893990876
2560	10	-2.6	-3.83712180458894	-1.40059947949384
2560	20	-2.6	-3.46307176619731	-1.75549291549421
2560	40	-2.6	-3.20749380259301	-2.00165984777595
2560	80	-2.6	-3.03075013754383	-2.17374677151459
2560	160	-2.6	-2.90825732812855	-2.29391557202626
2560	320	-2.6	-2.82384329891034	-2.37711659101082
2560	640	-2.6	-2.7668163614344	-2.43397708094982
2560	1280	-2.6	-2.72904694096461	-2.47122313791797
2560	2560	-2.6	-2.70523718502725	-2.49476281497275
2560	5120	-2.6	-2.69106550247141	-2.50878566894631
5120	10	-2.6	-3.83600790793041	-1.40175976147587
5120	20	-2.6	-3.46147435404895	-1.75714160358434
5120	40	-2.6	-3.20522219825947	-2.00398909540898
5120	80	-2.6	-3.02754048939386	-2.17702260648807
5120	160	-2.6	-2.90375610186804	-2.29849421618164
5120	320	-2.6	-2.81760287577185	-2.38344729364298
5120	640	-2.6	-2.75834420582808	-2.44257805020311
5120	1280	-2.6	-2.71789106009124	-2.48252004070648
5120	2560	-2.6	-2.69121433105369	-2.50893449752859
5120	5120	-2.6	-2.67441851125549	-2.52558148874451
10	10	-2.55	-4.25409944734014	-0.845900552659855
10	20	-2.55	-4.01040990502464	-1.06935261030848
10	40	-2.55	-3.87804141242985	-1.19219473685622
10	80	-2.55	-3.80833836170403	-1.25753660577503
10	160	-2.55	-3.77248216616061	-1.29142866690422
10	320	-2.55	-3.75429605458382	-1.30872118956596
10	640	-2.55	-3.74517565581312	-1.31749654434208
10	1280	-2.55	-3.74057075760066	-1.3218843869511
10	2560	-2.55	-3.73826809238912	-1.3240886098381
10	5120	-2.55	-3.73711693150783	-1.32519341345369
20	10	-2.55	-4.03064738969152	-1.08959009497536
20	20	-2.55	-3.74212367515683	-1.35787632484317
20	40	-2.55	-3.57569769391571	-1.51439520236239
20	80	-2.55	-3.48369009779012	-1.60168370799578
20	160	-2.55	-3.4347736505774	-1.64842140400318
20	320	-2.55	-3.40947120560347	-1.6727228205968
20	640	-2.55	-3.39664432580846	-1.68518387360213
20	1280	-2.55	-3.39013123678931	-1.69144882314239
20	2560	-2.55	-3.38686487891739	-1.69460482769788
20	5120	-2.55	-3.38522953446816	-1.69618893265762
40	10	-2.55	-3.90780526314377	-1.22195858757015
40	20	-2.55	-3.58560479763761	-1.52430230608429
